No.,Title,Artist,Year,duration_sec
24,Why Can't We Be Friends?,War,1975,230.106
25,Love Won't Let Me Wait,Major Harris,1975,333.093
26,Boogie On Reggae Woman,Stevie Wonder,1975,296.333
27,Wasted Days and Wasted Nights,Freddy Fender,1975,171.761
28,Angie Baby,Helen Reddy,1975,210.693
29,Fight the Power,The Isley Brothers,1975,319.92
30,Jackie Blue,Ozark Mountain Daredevils,1975,250.12
31,Fire,Ohio Players,1975,276.333
32,Magic,Pilot,1975,186.333
33,Please Mr. Postman,The Carpenters,1975,172.733
34,Sister Golden Hair,America,1975,199.573
35,Lucy in the Sky with Diamonds,Elton John,1975,377.573
36,Mandy,Barry Manilow,1975,213.333
37,Have You Never Been Mellow,Olivia Newton-John,1975,213.533
38,Could It Be Magic,Barry Manilow,1975,409.053
39,Cat's in the Cradle,Harry Chapin,1975,222.951
40,Wildfire,Michael Martin Murphey,1975,307.866
41,I'm Not Lisa,Jessi Colter,1975,203.106
42,Listen to What the Man Said,Wings,1975,240.986
43,I'm Not in Love,10cc,1975,366.64
44,I Can Help,Billy Swan,1975,238.333
45,Fallin' in Love,"Hamilton, Joe Frank & Reynolds",1975,184.493
46,Feelings,Morris Albert,1975,245.066
47,When Will I Be Loved,Linda Ronstadt,1975,124.866
48,Chevy Van,Sammy Johns,1975,179
49,"You're the First, the Last, My Everything",Barry White,1975,206.936
50,Please Mr. Please,Olivia Newton-John,1975,202.56
51,You're No Good,Linda Ronstadt,1975,224.026
52,Dynomite,Bazuka,1975,309.466
53,Walking in Rhythm,The Blackbyrds,1975,254.56
54,"The Way We Were""/""Try to Remember",Gladys Knight & the Pips,1975,274.12
55,Midnight Blue,Melissa Manchester,1975,235
56,"Don't Call Us, We'll Call You",Sugarloaf,1975,205.546
57,Poetry Man,Phoebe Snow,1975,278.8
58,How Long?,Ace,1975,204.226
59,Express,B.T. Express,1975,308.013
60,That's the Way of the World,"Earth, Wind & Fire",1975,345.506
61,Lady,Styx,1975,177.68
62,Bad Time,Grand Funk,1975,175.36
63,Only Women Bleed,Alice Cooper,1975,210.933
64,Doctor's Orders,Carol Douglas,1975,270.533
65,Get Down Tonight,KC and the Sunshine Band,1975,317.106
66,One Man Woman/One Woman Man,Paul Anka & Odia Coates,1975,184.066
67,You Are So Beautiful,Joe Cocker,1975,159.64
68,Feel Like Makin' Love,Bad Company,1975,313.84
69,How Sweet It Is (To Be Loved by You),James Taylor,1975,216.386
70,Dance with Me,Orleans,1975,180.479
71,Cut the Cake,Average White Band,1975,261.715
72,Never Can Say Goodbye,Gloria Gaynor,1975,378.786
73,I Don't Like to Sleep Alone,Paul Anka & Odia Coates,1975,198.826
74,Morning Side of the Mountain,Donny & Marie Osmond,1975,183.2
75,When Will I See You Again,The Three Degrees,1975,178.746
76,"Get Down, Get Down (Get on the Floor)",Joe Simon,1975,176.92
77,I'm Sorry,John Denver,1975,211.773
78,Killer Queen,Queen,1975,179.6
79,Shoeshine Boy,Eddie Kendricks,1975,195.493
80,Do It ('Til You're Satisfied),B.T. Express,1975,353.986
81,Can't Get It Out of My Head,Electric Light Orchestra,1975,261.466
82,Sha-La-La (Make Me Happy),Al Green,1975,179.84
83,Lonely People,America,1975,150.226
84,You Got the Love,Rufus,1975,278.44
85,The Rockford Files Theme,Mike Post,1975,186.6
86,It Only Takes a Minute,Tavares,1975,241.386
87,No No Song,Ringo Starr,1975,154.693
88,Junior's Farm,Paul McCartney & Wings,1975,263.773
89,Bungle in the Jungle,Jethro Tull,1975,216.213
90,Long Tall Glasses (I Can Dance),Leo Sayer,1975,190
91,Misty,Ray Stevens,1975,175.933
92,Someone Saved My Life Tonight,Elton John,1975,404.933
93,Bad Blood,Neil Sedaka,1975,189.066
94,Only Yesterday,The Carpenters,1975,250.868
95,I'm on Fire,Dwight Twilley Band,1975,199.626
96,Only You (And You Alone),Ringo Starr,1975,207.24
97,Third Rate Romance,Amazing Rhythm Aces,1975,201.826
98,You Ain't Seen Nothing Yet,Bachmanâ€“Turner Overdrive,1975,234.866
99,Swearin' to God,Frankie Valli,1975,245.333
100,Get Dancin',Disco-Tex and the Sex-O-Lettes,1975,234.601
1,Silly Love Songs,Wings,1976,354.266
2,Don't Go Breaking My Heart,Elton John & Kiki Dee,1976,275.44
3,Disco Lady,Johnnie Taylor,1976,267.066
4,"December, 1963 (Oh, What a Night)",The Four Seasons,1976,197.146
5,Play That Funky Music,Wild Cherry,1976,300
6,Kiss and Say Goodbye,The Manhattans,1976,266.733
7,Love Machine,The Miracles,1976,181.44
8,50 Ways to Leave Your Lover,Paul Simon,1976,217.346
9,Love Is Alive,Gary Wright,1976,230.106
10,A Fifth of Beethoven,Walter Murphy & The Big Apple Band,1976,183.4
11,Sara Smile,Hall & Oates,1976,185.293
12,Afternoon Delight,Starland Vocal Band,1976,193.04
13,I Write the Songs,Barry Manilow,1976,235.8
14,"Fly, Robin, Fly",Silver Convention,1976,230.92
15,Love Hangover,Diana Ross,1976,468.64
16,Get Closer,Seals and Crofts,1976,238.146
17,"More, More, More",Andrea True Connection,1976,376.866
18,Bohemian Rhapsody,Queen,1976,355.4
19,Misty Blue,Dorothy Moore,1976,222.4
20,Boogie Fever,The Sylvers,1976,211.413
21,I'd Really Love to See You Tonight,England Dan & John Ford Coley,1976,159.106
22,You Sexy Thing,Hot Chocolate,1976,244.92
23,Love Hurts,Nazareth,1976,233.133
24,Get Up and Boogie,Silver Convention,1976,456.037
25,Take It to the Limit,Eagles,1976,287.09
26,"(Shake, Shake, Shake) Shake Your Booty",KC and the Sunshine Band,1976,186.906
27,Sweet Love,Commodores,1976,393.561
28,Right Back Where We Started From,Maxine Nightingale,1976,192.266
29,Theme from S.W.A.T.,Rhythm Heritage,1976,201.493
30,Love Rollercoaster,Ohio Players,1976,290.16
31,You Should Be Dancing,Bee Gees,1976,256.453
32,You'll Never Find Another Love Like Mine,Lou Rawls,1976,266.2
33,Golden Years,David Bowie,1976,243.28
34,Moonlight Feels Right,Starbuck,1976,221.066
35,Only Sixteen,Dr. Hook,1976,167.4
36,Let Your Love Flow,The Bellamy Brothers,1976,196.826
37,Dream Weaver,Gary Wright,1976,256.173
38,Turn the Beat Around,Vicki Sue Robinson,1976,333.826
39,Lonely Night (Angel Face),Captain & Tennille,1976,198.2
40,All by Myself,Eric Carmen,1976,430
41,Love to Love You Baby,Donna Summer,1976,1008.533
42,Deep Purple,Donny & Marie Osmond,1976,170.653
43,Theme from Mahogany (Do You Know Where You're Going To),Diana Ross,1976,204.493
44,Sweet Thing,Rufus,1976,200.146
45,That's the Way (I Like It),KC and the Sunshine Band,1976,308.16
46,A Little Bit More,Dr. Hook,1976,174.733
47,Shannon,Henry Gross,1976,233.676
48,If You Leave Me Now,Chicago,1976,235.373
49,Lowdown,Boz Scaggs,1976,266.56
50,Show Me the Way,Peter Frampton,1976,243.266
51,Dream On,Aerosmith,1976,267.596
52,I Love Music,The O'Jays,1976,413.066
53,Say You Love Me,Fleetwood Mac,1976,249.946
54,Times of Your Life,Paul Anka,1976,195.76
55,Devil Woman,Cliff Richard,1976,214.575
56,Fooled Around and Fell in Love,Elvin Bishop,1976,276
57,Convoy,C. W. McCall,1976,230.6
58,Welcome Back,John Sebastian,1976,170.893
59,Sing a Song,"Earth, Wind & Fire",1976,203.293
60,Heaven Must Be Missing an Angel,Tavares,1976,393.013
61,I'll Be Good to You,The Brothers Johnson,1976,288.093
62,Rock and Roll Music,The Beach Boys,1976,149.013
63,Shop Around,Captain & Tennille,1976,210.24
64,Saturday Night,Bay City Rollers,1976,174.4
65,Island Girl,Elton John,1976,222.066
66,Let's Do It Again,The Staple Singers,1976,293.6
67,Let 'Em In,Wings,1976,310.066
68,Baby Face,Wing and a Prayer Fife and Drum Corps,1976,195.836
69,This Masquerade,George Benson,1976,197.293
70,Evil Woman,Electric Light Orchestra,1976,251.68
71,Wham Bam,Silver,1976,212.84
72,I'm Easy,Keith Carradine,1976,193.013
73,Wake Up Everybody,Harold Melvin & the Blue Notes,1976,452.773
74,Summer,War,1976,396.84
75,Let Her In,John Travolta,1976,178.177
76,Fox on the Run,Sweet,1976,207.666
77,Rhiannon,Fleetwood Mac,1976,252.773
78,Got to Get You into My Life,The Beatles,1976,149.24
79,Fanny (Be Tender with My Love),Bee Gees,1976,243.56
80,Getaway,"Earth, Wind & Fire",1976,227.08
81,She's Gone,Hall & Oates,1976,313.373
82,Still the One,Orleans,1976,234.04
83,You're My Best Friend,Queen,1976,170.8
84,With Your Love,Jefferson Starship,1976,214.866
85,Slow Ride,Foghat,1976,494.533
86,Who'd She Coo?,Ohio Players,1976,271.226
87,The Boys Are Back in Town,Thin Lizzy,1976,266.72
88,Walk Away from Love,David Ruffin,1976,328.92
89,"Baby, I Love Your Way (Live)",Peter Frampton,1976,281.066
90,Young Hearts Run Free,Candi Staton,1976,248.36
91,Breaking Up Is Hard to Do,Neil Sedaka,1976,138.96
92,Money Honey,Bay City Rollers,1976,195.653
93,Give Up the Funk (Tear the Roof off the Sucker),Parliament,1976,348.066
94,Junk Food Junkie,Larry Groce,1976,196.346
95,Tryin' to Get the Feeling Again,Barry Manilow,1976,231.6
96,Rock and Roll All Nite,Kiss,1976,168.84
97,Disco Duck,Rick Dees & His Cast of Idiots,1976,198.42
98,Take the Money and Run,Steve Miller Band,1976,170.173
99,Squeeze Box,The Who,1976,161.44
100,Country Boy (You Got Your Feet in L.A.),Glen Campbell,1976,187.375
1,Tonight's the Night (Gonna Be Alright),Rod Stewart,1977,237.12
2,I Just Want to Be Your Everything,Andy Gibb,1977,225.666
3,Best of My Love,The Emotions,1977,220.56
4,Evergreen (Love Theme from A Star Is Born),Barbra Streisand,1977,184.8
5,Angel in Your Arms,Hot,1977,176.573
6,I Like Dreamin',Kenny Nolan,1977,213
7,Don't Leave Me This Way,Thelma Houston,1977,217.733
8,(Your Love Has Lifted Me) Higher and Higher,Rita Coolidge,1977,241.72
9,Undercover Angel,Alan O'Day,1977,211.226
10,Torn Between Two Lovers,Mary MacGregor,1977,219.973
11,I'm Your Boogie Man,KC and the Sunshine Band,1977,242.133
12,Dancing Queen,ABBA,1977,230.4
13,You Make Me Feel Like Dancing,Leo Sayer,1977,219.466
14,Margaritaville,Jimmy Buffett,1977,250.933
15,Telephone Line,Electric Light Orchestra,1977,280.36
16,Whatcha Gonna Do?,Pablo Cruise,1977,256.84
17,Do You Wanna Make Love,Peter McCann,1977,211.772
18,Sir Duke,Stevie Wonder,1977,232.76
19,Hotel California,Eagles,1977,391.376
20,Got to Give It Up,Marvin Gaye,1977,255.133
21,Gonna Fly Now,Bill Conti,1977,167.533
22,Southern Nights,Glen Campbell,1977,180.026
23,Rich Girl,Hall & Oates,1977,142.786
24,When I Need You,Leo Sayer,1977,253.226
25,Hot Line,The Sylvers,1977,274
26,Car Wash,Rose Royce,1977,312.354
27,You Don't Have to Be a Star (To Be in My Show),Marilyn McCoo & Billy Davis Jr.,1977,279.586
28,Fly Like an Eagle,Steve Miller Band,1977,282.693
29,Don't Give Up on Us,David Soul,1977,218.946
30,On and On,Stephen Bishop,1977,181.893
31,Feels Like the First Time,Foreigner,1977,192.52
32,Couldn't Get It Right,Climax Blues Band,1977,198.946
33,Easy,Commodores,1977,256.426
34,Right Time of the Night,Jennifer Warnes,1977,173.653
35,I've Got Love on My Mind,Natalie Cole,1977,260
36,Blinded by the Light,Manfred Mann's Earth Band,1977,428.133
37,Looks Like We Made It,Barry Manilow,1977,213.973
38,So in to You,Atlanta Rhythm Section,1977,404.266
39,Dreams,Fleetwood Mac,1977,254.453
40,Enjoy Yourself,The Jacksons,1977,204.413
41,Dazz,Brick,1977,202
42,I'm in You,Peter Frampton,1977,250
43,Lucille,Kenny Rogers,1977,220.866
44,The Things We Do for Love,10cc,1977,207.573
45,Da Doo Ron Ron,Shaun Cassidy,1977,170
46,Handy Man,James Taylor,1977,196.8
47,Just a Song Before I Go,"Crosby, Stills & Nash",1977,133.96
48,You and Me,Alice Cooper,1977,306.573
49,Swayin' to the Music (Slow Dancing),Johnny Rivers,1977,259.901
50,Lonely Boy,Andrew Gold,1977,264.893
51,I Wish,Stevie Wonder,1977,252.373
52,Don't Stop,Fleetwood Mac,1977,190.773
53,Barracuda,Heart,1977,261.933
54,Strawberry Letter 23,The Brothers Johnson,1977,299.066
55,Night Moves,Bob Seger & The Silver Bullet Band,1977,324.92
56,You're My World,Helen Reddy,1977,163.8
57,Heard It in a Love Song,The Marshall Tucker Band,1977,297.973
58,Carry On Wayward Son,Kansas,1977,323
59,New Kid in Town,Eagles,1977,304.925
60,My Heart Belongs to Me,Barbra Streisand,1977,201.16
61,After the Lovin',Engelbert Humperdinck,1977,234.373
62,Jet Airliner,Steve Miller Band,1977,215.666
63,Stand Tall,Burton Cummings,1977,272.293
64,Way Down,Elvis Presley,1977,158.013
65,Weekend in New England,Barry Manilow,1977,226.92
66,It Was Almost Like a Song,Ronnie Milsap,1977,219.52
67,Smoke from a Distant Fire,Sanford-Townsend Band,1977,213.973
68,Cold as Ice,Foreigner,1977,203.133
69,Ariel,Dean Friedman,1977,263.639
70,Lost Without Your Love,Bread,1977,176.893
71,Star Wars Theme/Cantina Band,Meco,1977,212.306
72,Float On,The Floaters,1977,708.866
73,Jeans On,Lord David Dundas,1977,240
74,Lido Shuffle,Boz Scaggs,1977,223.52
75,Keep It Comin' Love,KC and the Sunshine Band,1977,271.493
76,You Made Me Believe in Magic,Bay City Rollers,1977,161.76
77,Livin' Thing,Electric Light Orchestra,1977,212.306
78,Give a Little Bit,Supertramp,1977,248.173
79,That's Rock 'n' Roll,Shaun Cassidy,1977,176.173
80,Love So Right,Bee Gees,1977,215.493
81,The Rubberband Man,The Spinners,1977,213
82,I Never Cry,Alice Cooper,1977,224.6
83,Nobody Does It Better,Carly Simon,1977,223.64
84,High School Dance,The Sylvers,1977,228.266
85,Love's Grown Deep,Kenny Nolan,1977,236.5
86,Ain't Gonna Bump No More (With No Big Fat Woman),Joe Tex,1977,403.64
87,I Wanna Get Next to You,Rose Royce,1977,238.2
88,Somebody to Love,Queen,1977,296.533
89,Muskrat Love,Captain & Tennille,1977,228.16
90,Walk This Way,Aerosmith,1977,220.31
91,Cherchez La Femme,Dr. Buzzard's Original Savannah Band,1977,347.6
92,Year of the Cat,Al Stewart,1977,400.066
93,Boogie Nights,Heatwave,1977,303.64
94,Go Your Own Way,Fleetwood Mac,1977,218.4
95,Sorry Seems to Be the Hardest Word,Elton John,1977,228.933
96,Don't Worry Baby,B.J. Thomas,1977,182.543
97,"Knowing Me, Knowing You",ABBA,1977,241.92
98,How Much Love,Leo Sayer,1977,219.066
99,Star Wars (Main Title),London Symphony Orchestra,1977,359.119
100,Devil's Gun,C.J. & Company,1977,219.586
1,Shadow Dancing,Andy Gibb,1978,276
2,Night Fever,Bee Gees,1978,212.253
3,You Light Up My Life,Debby Boone,1978,216.286
4,Stayin' Alive,Bee Gees,1978,285.373
5,Kiss You All Over,Exile,1978,214.4
6,How Deep Is Your Love,Bee Gees,1978,245.2
7,Baby Come Back,Player,1978,255.845
8,(Love Is) Thicker Than Water,Andy Gibb,1978,255.96
9,Boogie Oogie Oogie,A Taste of Honey,1978,245.173
10,Three Times a Lady,Commodores,1978,217.426
11,Grease,Frankie Valli,1978,201.866
12,I Go Crazy,Paul Davis,1978,233.893
13,You're the One That I Want,John Travolta & Olivia Newton-John,1978,169.84
14,Emotion,Samantha Sang,1978,237.293
15,Lay Down Sally,Eric Clapton,1978,236.093
16,Miss You,The Rolling Stones,1978,288.666
17,Just the Way You Are,Billy Joel,1978,290.573
18,With a Little Luck,Wings,1978,344.773
19,If I Can't Have You,Yvonne Elliman,1978,180.16
20,"Dance, Dance, Dance (Yowsah, Yowsah, Yowsah)",Chic,1978,501.466
21,Feels So Good,Chuck Mangione,1978,582.733
22,Hot Child in the City,Nick Gilder,1978,215.092
23,Love Is Like Oxygen,Sweet,1978,227.533
24,It's a Heartache,Bonnie Tyler,1978,211.253
25,We Will Rock You/We Are the Champions,Queen,1978,182.386
26,Baker Street,Gerry Rafferty,1978,365.626
27,Can't Smile Without You,Barry Manilow,1978,193.44
28,"Too Much, Too Little, Too Late",Johnny Mathis & Deniece Williams,1978,176.48
29,Dance With Me,Peter Brown,1978,319.226
30,Two Out of Three Ain't Bad,Meat Loaf,1978,324.44
31,Jack And Jill,Raydio,1978,275.666
32,Take a Chance on Me,ABBA,1978,243.933
33,Sometimes When We Touch,Dan Hill,1978,252.693
34,Last Dance,Donna Summer,1978,296.506
35,Hopelessly Devoted to You,Olivia Newton-John,1978,185.36
36,Hot Blooded,Foreigner,1978,268.693
37,You're in My Heart (The Final Acclaim),Rod Stewart,1978,270.96
38,The Closer I Get to You,Roberta Flack & Donny Hathaway,1978,280.8
39,Dust in the Wind,Kansas,1978,206.266
40,Magnet and Steel,Walter Egan,1978,204.76
41,Short People,Randy Newman,1978,176.933
42,Use ta Be My Girl,The O'Jays,1978,198.173
43,Our Love,Natalie Cole,1978,323
44,Love Will Find a Way,Pablo Cruise,1978,251.426
45,An Everlasting Love,Andy Gibb,1978,250.36
46,Love Is in the Air,John Paul Young,1978,208.866
47,Goodbye Girl,David Gates,1978,168.866
48,Slip Slidin' Away,Paul Simon,1978,285.053
49,The Groove Line,Heatwave,1978,264.12
50,Thunder Island,Jay Ferguson,1978,240.693
51,Imaginary Lover,Atlanta Rhythm Section,1978,307.466
52,Still the Same,Bob Seger & The Silver Bullet Band,1978,203.546
53,My Angel Baby,Toby Beau,1978,212.401
54,Disco Inferno,The Trammps,1978,659
55,On Broadway,George Benson,1978,316.16
56,Come Sail Away,Styx,1978,367
57,(Every Time I Turn Around) Back in Love Again,L.T.D.,1978,280.133
58,This Time I'm in It for Love,Player,1978,265.221
59,You Belong to Me,Carly Simon,1978,232.666
60,Here You Come Again,Dolly Parton,1978,179.491
61,Blue Bayou,Linda Ronstadt,1978,239.399
62,Peg,Steely Dan,1978,237.066
63,You Needed Me,Anne Murray,1978,220.266
64,Shame,"Evelyn ""Champagne"" King",1978,392.8
65,Reminiscing,Little River Band,1978,257.868
66,Count On Me,Jefferson Starship,1978,194.893
67,Baby Hold On,Eddie Money,1978,211
68,Hey Deanie,Shaun Cassidy,1978,219.306
69,Summer Nights,John Travolta & Olivia Newton-John,1978,216.906
70,What's Your Name,Lynyrd Skynyrd,1978,213.266
71,Don't It Make My Brown Eyes Blue,Crystal Gayle,1978,157.653
72,Because the Night,Patti Smith Group,1978,204.8
73,Every Kinda People,Robert Palmer,1978,198.146
74,Copacabana,Barry Manilow,1978,236.76
75,Always and Forever,Heatwave,1978,377.106
76,You and I,Rick James,1978,486.026
77,Serpentine Fire,"Earth, Wind & Fire",1978,230.76
78,Sentimental Lady,Bob Welch,1978,178.693
79,Falling,LeBlanc & Carr,1978,192.226
80,Don't Let Me Be Misunderstood,Santa Esmeralda,1978,628.546
81,Bluer Than Blue,Michael Johnson,1978,179.666
82,Running on Empty,Jackson Browne,1978,291.893
83,Whenever I Call You 'Friend',Kenny Loggins & Stevie Nicks,1978,237.826
84,Fool (If You Think It's Over),Chris Rea,1978,284.533
85,Get Off,Foxy,1978,244.173
86,Sweet Talkin' Woman,Electric Light Orchestra,1978,229.866
87,Life's Been Good,Joe Walsh,1978,536.226
88,I Love the Nightlife,Alicia Bridges,1978,187.973
89,You Can't Turn Me Off (In The Middle Of Turning Me On),High Inergy,1978,212.026
90,It's So Easy,Linda Ronstadt,1978,145.173
91,Native New Yorker,Odyssey,1978,259.733
92,Flash Light,Parliament,1978,346.666
93,Don't Look Back,Boston,1978,360.333
94,Turn to Stone,Electric Light Orchestra,1978,229.093
95,I Can't Stand the Rain,Eruption,1978,185.733
96,Ebony Eyes,Bob Welch,1978,212.76
97,The Name of the Game,ABBA,1978,291.866
98,We're All Alone,Rita Coolidge,1978,220.52
99,Hollywood Nights,Bob Seger & The Silver Bullet Band,1978,302.626
100,Deacon Blues,Steely Dan,1978,455.497
1,My Sharona,The Knack,1979,295.4
2,Bad Girls,Donna Summer,1979,295.106
3,Le Freak,Chic,1979,210.246
4,Da Ya Think I'm Sexy?,Rod Stewart,1979,331.333
5,Reunited,Peaches & Herb,1979,345.24
6,I Will Survive,Gloria Gaynor,1979,296.106
7,Hot Stuff,Donna Summer,1979,314.76
8,Y.M.C.A.,Village People,1979,286.666
9,Ring My Bell,Anita Ward,1979,491.933
10,Sad Eyes,Robert John,1979,252.387
11,Too Much Heaven,Bee Gees,1979,296
12,MacArthur Park,Donna Summer,1979,235.2
13,When You're in Love with a Beautiful Woman,Dr. Hook,1979,178.826
14,Makin' It,David Naughton,1979,189.582
15,Fire,The Pointer Sisters,1979,210.64
16,Tragedy,Bee Gees,1979,303.333
17,A Little More Love,Olivia Newton-John,1979,207.013
18,Heart of Glass,Blondie,1979,229.423
19,What a Fool Believes,The Doobie Brothers,1979,223.866
20,Good Times,Chic,1979,495.4
21,You Don't Bring Me Flowers,Neil Diamond & Barbra Streisand,1979,195.4
22,Knock on Wood,Amii Stewart,1979,248.72
23,Stumblin' In,Suzi Quatro & Chris Norman,1979,239.611
24,Lead Me On,Maxine Nightingale,1979,165.706
25,Shake Your Body (Down to the Ground),The Jacksons,1979,479.44
26,Don't Cry Out Loud,Melissa Manchester,1979,230.853
27,The Logical Song,Supertramp,1979,251.306
